"Year","Sex","Length"
"2010","F","795"
"2010","F","775"
"2010","F","860"
"2010","F","870"
"2010","M","905"
"2010","F","710"
"2010","M","630"
"2010","F","800"
"2010","M","750"
"2010","F","815"
"2010","F","885"
"2010","F","840"
"2010","F","840"
"2010","F","840"
"2010","F","820"
"2010","M","650"
"2010","F","835"
"2010","F","790"
"2010","F","870"
"2010","F","905"
"2010","F","790"
"2010","M","700"
"2010","F","810"
"2010","M","835"
"2010","M","700"
"2010","F","835"
"2010","F","815"
"2010","M","865"
"2010","M","735"
"2010","M","885"
"2010","M","775"
"2010","F","870"
"2010","F","755"
"2010","F","835"
"2010","F","830"
"2010","M","780"
"2010","F","805"
"2010","F","810"
"2010","M","890"
"2010","F","805"
"2010","F","810"
"2010","F","800"
"2010","M","895"
"2010","M","885"
"2010","F","835"
"2010","M","860"
"2010","F","855"
"2010","F","770"
"2010","F","820"
"2010","M","825"
"2010","F","820"
"2010","F","790"
"2010","M","785"
"2010","F","825"
"2010","F","830"
"2010","M","870"
"2010","M","775"
"2010","M","870"
"2010","F","820"
"2010","F","800"
"2010","F","770"
"2010","M","820"
"2010","F","830"
"2010","M","825"
"2010","F","855"
"2010","F","805"
"2010","M","815"
"2010","M","895"
"2010","M","845"
"2010","M","825"
"2010","F","865"
"2010","F","785"
"2010","F","810"
"2010","F","835"
"2010","F","765"
"2010","F","855"
"2010","F","770"
"2010","M","790"
"2010","F","805"
"2010","F","765"
"2010","F","775"
"2010","M","670"
"2010","M","760"
"2010","M","765"
"2010","M","835"
"2010","F","800"
"2010","M","685"
"2010","M","710"
"2010","M","685"
"2010","M","835"
"2010","F","770"
"2010","F","845"
"2010","M","810"
"2010","M","625"
"2010","F","820"
"2010","F","815"
"2010","M","820"
"2010","F","825"
"2010","F","830"
"2010","F","765"
"2010","M","770"
"2010","M","845"
"2010","F","810"
"2010","F","815"
"2010","M","780"
"2010","F","785"
"2010","M","870"
"2010","M","815"
"2010","F","820"
"2010","M","800"
"2010","F","870"
"2010","M","810"
"2010","F","830"
"2010","M","860"
"2010","M","770"
"2010","M","845"
"2010","M","775"
"2010","F","810"
"2010","M","825"
"2010","F","870"
"2010","M","760"
"2010","M","830"
"2010","F","850"
"2010","F","845"
"2010","F","795"
"2010","F","835"
"2010","M","815"
"2010","F","840"
"2010","F","810"
"2010","M","860"
"2010","M","810"
"2010","F","710"
"2010","F","805"
"2010","F","810"
"2010","F","845"
"2010","M","830"
"2010","M","925"
"2010","M","680"
"2010","M","805"
"2010","M","840"
"2010","M","595"
"2010","F","805"
"2010","F","830"
"2010","F","780"
"2010","M","775"
"2010","M","915"
"2010","F","760"
"2010","M","725"
"2010","F","915"
"2010","F","950"
"2010","F","865"
"2010","F","830"
"2010","F","980"
"2010","F","840"
"2010","F","820"
"2010","F","885"
"2010","F","885"
"2010","M","900"
"2010","F","840"
"2010","F","1005"
"2010","M","800"
"2010","F","810"
"2010","F","925"
"2010","M","785"
"2010","F","825"
"2010","F","880"
"2010","F","855"
"2010","M","835"
"2010","F","850"
"2010","F","870"
"2010","M","940"
"2010","F","810"
"2010","M","960"
"2010","M","930"
"2010","M","875"
"2010","F","855"
"2010","F","850"
"2010","F","880"
"2010","F","870"
"2010","F","875"
"2010","M","660"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","-","-"
"2010","M","680"
"2010","M","615"
"2010","M","660"
"2010","M","610"
"2010","M","605"
"2010","M","695"
"2010","F","820"
"2010","M","750"
"2010","F","760"
"2010","F","775"
"2010","F","770"
"2010","M","780"
"2010","F","775"
"2010","F","755"
"2010","M","905"
"2010","F","855"
"2010","M","765"
"2010","F","805"
"2010","F","815"
"2010","M","740"
"2010","M","800"
"2010","F","840"
"2010","F","810"
"2010","F","820"
"2010","F","865"
"2010","F","805"
"2010","M","830"
"2010","M","640"
"2010","F","750"
"2010","M","910"
"2010","F","825"
"2010","F","815"
"2010","F","825"
"2010","F","765"
"2010","M","840"
"2010","F","845"
"2010","F","780"
"2010","F","835"
"2010","M","850"
"2010","M","830"
"2010","F","735"
"2010","M","775"
"2010","F","780"
"2010","F","785"
"2010","M","915"
"2010","F","815"
"2010","F","765"
"2010","F","845"
"2010","M","840"
"2010","F","885"
"2010","F","915"
"2010","F","815"
"2010","F","855"
"2010","F","915"
"2010","F","890"
"2010","F","910"
"2010","F","870"
"2010","M","910"
"2010","F","810"
"2010","F","900"
"2010","M","890"
"2010","F","815"
"2010","M","855"
"2010","F","880"
"2011","M","635"
"2011","M","610"
"2011","M","580"
"2011","M","705"
"2011","M","640"
"2011","M","540"
"2011","M","575"
"2011","M","615"
"2011","M","645"
"2011","M","615"
"2011","M","585"
"2011","M","650"
"2011","M","695"
"2011","M","650"
"2011","M","625"
"2011","M","615"
"2011","M","615"
"2011","M","605"
"2011","M","610"
"2011","M","595"
"2011","M","630"
"2011","M","620"
"2011","M","665"
"2011","M","595"
"2011","M","520"
"2011","M","630"
"2011","M","640"
"2011","M","650"
"2011","M","670"
"2011","M","585"
"2011","M","645"
"2011","M","670"
"2011","M","565"
"2011","M","680"
"2011","M","610"
"2011","M","460"
"2011","M","650"
"2011","M","575"
"2011","M","630"
"2011","M","610"
"2011","M","620"
"2011","M","580"
"2011","F","620"
"2011","F","805"
"2011","M","695"
"2011","F","730"
"2011","F","770"
"2011","F","810"
"2011","M","655"
"2011","M","730"
"2011","M","780"
"2011","F","810"
"2011","F","810"
"2011","F","795"
"2011","F","760"
"2011","F","780"
"2011","F","840"
"2011","M","930"
"2011","F","825"
"2011","M","710"
"2011","M","790"
"2011","F","710"
"2011","M","725"
"2011","M","840"
"2011","F","775"
"2011","M","910"
"2011","F","780"
"2011","M","735"
"2011","F","785"
"2011","F","670"
"2011","F","755"
"2011","F","760"
"2011","F","835"
"2011","F","740"
"2011","M","665"
"2011","F","810"
"2011","F","765"
"2011","M","805"
"2011","M","680"
"2011","F","780"
"2011","F","835"
"2011","M","845"
"2011","M","765"
"2011","M","785"
"2011","M","705"
"2011","F","795"
"2011","F","790"
"2011","M","855"
"2011","F","735"
"2011","F","760"
"2011","M","670"
"2011","M","700"
"2011","F","835"
"2011","M","780"
"2011","M","755"
"2011","M","705"
"2011","M","845"
"2011","F","745"
"2011","M","775"
"2011","M","705"
"2011","F","745"
"2011","M","715"
"2011","F","795"
"2011","M","770"
"2011","F","775"
"2011","M","770"
"2011","F","815"
"2011","F","800"
"2011","F","840"
"2011","M","775"
"2011","F","690"
"2011","F","760"
"2011","M","675"
"2011","M","790"
"2011","M","760"
"2011","F","755"
"2011","F","775"
"2011","M","720"
"2011","M","790"
"2011","M","665"
"2011","F","770"
"2011","F","730"
"2011","M","880"
"2011","M","810"
"2011","F","800"
"2011","F","765"
"2011","F","790"
"2011","M","835"
"2011","M","765"
"2011","F","740"
"2011","M","695"
"2011","M","870"
"2011","F","775"
"2011","F","790"
"2011","M","760"
"2011","F","850"
"2011","F","795"
"2011","M","820"
"2011","M","905"
"2011","M","820"
"2011","F","810"
"2011","M","920"
"2011","F","905"
"2011","F","935"
"2011","M","870"
"2011","F","910"
"2011","F","795"
"2011","M","950"
"2011","M","940"
"2011","M","850"
"2011","F","930"
"2011","M","855"
"2011","F","820"
"2011","F","850"
"2011","F","900"
"2011","F","855"
"2011","F","910"
"2011","F","880"
"2011","F","920"
"2011","F","925"
"2011","M","1040"
"2011","F","950"
"2011","F","885"
"2011","F","815"
"2011","F","815"
"2011","F","900"
"2011","F","880"
"2011","F","870"
"2011","M","965"
"2011","F","890"
"2011","F","930"
"2011","F","905"
"2011","F","880"
"2011","F","775"
"2011","M","615"
"2011","M","660"
"2011","M","615"
"2011","M","650"
"2011","M","630"
"2011","M","635"
"2011","M","600"
"2011","M","575"
"2011","F","655"
"2011","M","615"
"2011","F","670"
"2011","M","635"
"2011","M","790"
"2011","F","805"
"2011","F","700"
"2011","M","755"
"2011","F","810"
"2011","F","730"
"2011","F","810"
"2011","M","825"
"2011","M","665"
"2011","F","780"
"2011","F","760"
"2011","F","780"
"2011","M","680"
"2011","M","725"
"2011","M","670"
"2011","F","860"
"2011","F","910"
"2011","F","840"
"2011","F","865"
"2011","M","910"
"2011","M","960"
"2011","M","985"
"2011","F","875"
"2011","M","860"
"2011","M","910"
"2011","F","905"
"2011","F","760"
"2011","F","865"
"2011","M","765"
"2011","F","790"
"2012","m","420"
"2012","m","410"
"2012","m","395"
"2012","m","415"
"2012","m","635"
"2012","m","650"
"2012","m","610"
"2012","m","725"
"2012","m","640"
"2012","m","600"
"2012","m","580"
"2012","m","635"
"2012","m","650"
"2012","m","590"
"2012","m","605"
"2012","m","630"
"2012","m","590"
"2012","m","620"
"2012","m","620"
"2012","m","820"
"2012","m","740"
"2012","m","795"
"2012","m","745"
"2012","m","610"
"2012","f","800"
"2012","m","800"
"2012","m","860"
"2012","f","710"
"2012","m","670"
"2012","m","715"
"2012","f","720"
"2012","m","820"
"2012","m","775"
"2012","f","800"
"2012","m","685"
"2012","f","810"
"2012","f","760"
"2012","m","765"
"2012","f","785"
"2012","f","825"
"2012","m","875"
"2012","f","710"
"2012","f","750"
"2012","m","820"
"2012","m","715"
"2012","f","810"
"2012","m","735"
"2012","f","760"
"2012","m","695"
"2012","m","750"
"2012","f","760"
"2012","f","765"
"2012","m","705"
"2012","f","725"
"2012","f","730"
"2012","f","785"
"2012","f","720"
"2012","f","695"
"2012","m","740"
"2012","f","720"
"2012","f","810"
"2012","f","790"
"2012","f","820"
"2012","f","790"
"2012","f","730"
"2012","f","805"
"2012","f","910"
"2012","f","880"
"2012","f","845"
"2012","f","820"
"2012","m","890"
"2012","f","840"
"2012","f","850"
"2012","m","550"
"2012","f","810"
"2012","f","835"
"2012","m","685"
"2012","f","765"
"2012","f","870"
"2012","f","760"
"2012","f","880"
"2012","m","920"
"2013","m","620"
"2013","m","600"
"2013","m","570"
"2013","m","600"
"2013","m","680"
"2013","f","805"
"2013","f","800"
"2013","m","680"
"2013","f","890"
"2013","m","830"
"2013","f","785"
"2013","m","365"
"2014","m","355"
"2014","m","410"
"2014","m","645"
"2014","m","650"
"2014","m","600"
"2014","m","650"
"2014","m","650"
"2014","m","630"
"2014","m","640"
"2014","m","595"
"2014","m","540"
"2014","m","655"
"2014","m","640"
"2014","m","620"
"2014","m","640"
"2014","m","565"
"2014","m","660"
"2014","m","660"
"2014","m","620"
"2014","m","685"
"2014","m","640"
"2014","m","760"
"2014","m","585"
"2014","m","635"
"2014","m","630"
"2014","m","675"
"2014","f","815"
"2014","f","670"
"2014","f","750"
"2014","f","780"
"2014","f","780"
"2014","m","670"
"2014","f","740"
"2014","f","770"
"2014","f","790"
"2014","m","825"
"2014","m","790"
"2014","f","685"
"2014","f","760"
"2014","m","660"
"2014","f","795"
"2014","m","720"
"2014","f","815"
"2014","m","805"
"2014","m","735"
"2014","m","700"
"2014","f","820"
"2014","f","795"
"2014","m","670"
"2014","m","725"
"2014","m","665"
"2014","m","825"
"2014","m","770"
"2014","f","740"
"2014","m","730"
"2014","m","850"
"2014","m","760"
"2014","m","620"
"2014","f","895"
"2014","m","850"
"2014","f","890"
"2014","f","785"
"2014","m","630"
"2014","m","670"
"2014","m","605"
"2014","m","725"
"2014","f","755"
"2014","m","765"
"2014","m","690"
"2014","f","765"
